"ADSL","empgjcasa","Balzar","","empempguayas1-172.22.102.254","8","35","No","TP-Link TD-W8901G","F8:D1:11:59:D7:CC","1194904596","2","","172.22.102.9/24","192.168.1.1 /24","","","","","B3/1",""
"ADSL","empglmend_m","El Empalme","","empempguayas1-172.22.102.254","34","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:7A:18","1279201851","1","","172.22.102.200/24","192.168.1.1/24","","Revisado","Nat","","B3/10",""
"ADSL","empgmespi_m","El Empalme","","empempsanmiguel1-172.22.105.254","4","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:80","1315600132","1","","172.22.105.5/24","192.168.1.1/24","","Revisado","Nat","","A1/1",""
"ADSL","empgvmerom","El Empalme","","empempquito3-172.22.101.252","28","35","No","TP-Link TD-8811","F8:D1:11:2D:D4:AF","11973201977","1","","172.22.101.122/24","192.168.1.1 /24","","Revisado","Nat","","A1/3",""
"ADSL","empgysolo_m","El Empalme","","empempquito3-172.22.101.252","21","35","No","TP-Link TD-8817","64:70:02:C9:59:63","1274008983","1","","172.22.101.70/24","192.168.1.1/24","","Revisado","Nat","","B3/7",""
"ADSL","emphaonof_m","El Empalme","","empempquito3-172.22.101.252","22","35","No","TP-Link TD-W8951ND","F8:1A:67:51:C4:2D","1315604484","1","186.5.45.53/29 GW:186.5.45.49","172.22.101.71/24","192.168.1.1/24","","Revisado","Nat","","A1/9",""
"ADSL","emphdpere","El Empalme","","empempdaule1-172.22.100.254","27","35","No","TP-Link TD-8811","D8:5D:4C:E4:38:0A","10768500305","2","","172.22.100.42/24","192.168.1.1","","","","","B1/2",""
"ADSL","emphjverac","El Empalme","","empempguayas1-172.22.102.254","41","35","No","TP-Link TD-8811","F8:D1:11:8B:24:49","1167306195","2","","172.22.102.52/24","192.168.1.1 /24","","","","","",""
"ADSL","emphmcarr_m","El Empalme","","empempdaule1-172.22.100.254","11","35","No","TP-Link TD-W8951ND","64:70:02:FD:9F:3E","1280504147","1","","172.22.100.13/24","192.168.1.1 /24","","Revisado","Password","","B3/8",""
"ADSL","empiaorde_m","El Empalme","","empempcte1-172.22.106.254","5","35","No","TP-Link TD-W8951ND","A0:F3:C1:06:45:0B","13171401978","1","","172.22.106.6/24","192.168.1.1/24","","No","No","","A3/1",""
"ADSL","empiasaba_m","El Empalme","","empempquito3-172.22.101.252","27","35","No","TP-Link TD-8817","64:70:02:C7:9C:EC","1272304448","1","","172.22.101.76/24","192.168.1.1/24","","Revisado","Nat","","C3/7",""
"ADSL","empiasaba2_m","El Empalme","","empempguayas1-172.22.102.254","35","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:AB","1315600121","1","","172.22.102.36/24","192.168.1.1/24","","Revisado","Nat","","B2/1",""
"ADSL","empibzamb_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","7","35","No","TP-Link TD-W8951ND","90:F6:52:98:9C:BC","12388501549","1","","172.22.104.8/24","192.168.1.1 /24","","Revisado","Password","","Directo",""
"ADSL","empichangr_m","El Empalme","","empempquito1-172.22.101.254","31","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:71","12493707745","1","","172.22.101.32/24","192.168.1.1 /24","","","","","C2/8",""
"ADSL","empifsuco","El Empalme","","empempquito1-172.22.101.254","23","35","No","TP-Link TD-W8901G","F8:D1:11:4F:31:CD","1194005536","2","","172.22.101.24/24","192.168.1.1 /24","","","","","B2/7 ",""
"ADSL","empiiintr_m","El Empalme","","empempquito1-172.22.101.254","11","35","No","TP-Link TD-8817","64:70:02:C9:58:5E","1274008973","1","","172.22.101.12/24","192.168.1.1/24","","Revisado","Nat","","A2/2",""
"ADSL","empilustr","El Empalme","","empempdaule2-172.22.100.253","13","35","No","TP-Link TD-W8951ND","90:F6:52:C4:64:4A","12490102280","1","186.101.86.51/29 GW:186.101.86.49","","192.168.1.1/24","","Revisado","No","","Directo",""
"ADSL","empimanch_m","El Empalme","","empempquito3-172.22.101.252","2","35","No","TP-Link TD-W8951ND","A0:F3:C1:55:62:B6","1283300126","1","","172.22.101.51/24","192.168.1.1 /24","","Revisado","Password","","B1/2",""
"ADSL","empipherr_m","El Empalme","","empemploslaureles1-172.22.103.254","47","35","No","TP-Link TD-W8951ND","90:F6:52:C6:FD:3D","12493707742","1","","172.22.103.48/24","192.168.1.1/24","","Revisado","Nat","","A2/8",""
"ADSL","empirruizm_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","5","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:75","12388501558","1","","172.22.104.6/24","192.168.1.1 /24","","Revisado","Password","","A3/3",""
"ADSL","empivcarr_m","El Empalme","","empempquito1-172.22.101.254","43","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:AB","12388501557","1","","172.22.101.44/24","192.168.1.1 /24","","Revisado","Password","","A3/5",""
"ADSL","empjaaran_m","El Empalme","","empempquito1-172.22.101.254","42","35","No","TP-Link TD-W8951ND","90:F6:52:98:9A:E4","12388501496","1","","172.22.101.43/24","192.168.1.1 /24","","Revisado","Password","","A2/3",""
"ADSL","empjaburg_m","El Empalme","","empempdaule2-172.22.100.253","6","35","No","TP-Link TD-W8951ND","64:70:02:C7:96:C9","1272300055","1","","172.22.100.79/24","192.168.1.1/24","","Revisado","Nat","","B1/3",""
"ADSL","empjaceva_m","El Empalme","","empempquito3-172.22.101.252","7","35","No","TP-Link TD-W8951ND","A0:F3:C1:55:63:AA","1283300127","1","","172.22.101.56/24","192.168.1.1 /24","","Revisado","Password","","A1/7",""
"ADSL","empjachav","El Empalme","","empempdaule1-172.22.100.254","14","35","No","TP-Link TD-W8951ND","64:70:02:FD:9C:34","1280504156","2","","172.22.100.16/24","192.168.1.1/24","","Revisado","Password","","C2/6",""
"ADSL","empjagaonm","El Empalme","","empempdaule1-172.22.100.254","4","35","No","TP-Link TD-8811","F4:EC:38:EA:71:82","1145102840","1","","172.22.100.7 /24","","","","","","A1/2",""
"ADSL","empjalvi_m","El Empalme","","empempguayas1-172.22.102.254","27","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:4D:FF","1279100494","1","","172.22.102.28/24","192.168.1.1/24","","Revisado","Password","","Directo",""
"ADSL","empjamend_m","El Empalme","","empempsanmiguel1-172.22.105.254","8","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:86","1315600131","1","","172.22.105.9/24","192.168.1.1/24","","Revisado","Nat","","B1/3",""
"ADSL","empjamorar_m","El Empalme","","empempguayas1-172.22.102.254","22","35","No","TP-Link TD-W8951ND","A0:F3:C1:C8:9E:C2","12680607335","1","","172.22.102.23/24","192.168.1.1 /24","","Revisado","Password","","B2/10",""
"ADSL","empjamore_m","El Empalme","","empempcte1-172.22.106.254","17","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B4:95","1315600458","1","186.5.45.115/29 GW:186.5.45.113","172.22.106.5/24","192.168.1.1/24","","Revisado","Nat","","A1/1",""
"ADSL","empjaquin_m","El Empalme","","empempquito3-172.22.101.252","26","35","No","TP-Link TD-8817","A0:F3:C1:6F:9F:1E","121806308","1","","172.22.101.75/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","empjarome_m","El Empalme","","empempdaule1-172.22.100.254","3","35","No","TP-Link TD-8811","F4:EC:38:EA:71:8A","1145102835","2","","172.22.100.5/24","192.168.1.1","","","","","A3/2",""
"ADSL","empjavarg_m","El Empalme","","empempguayas1-172.22.102.254","37","35","No","TP-Link TD-W8901G","A0:F3:C1:C8:9E:6F","1280607333","1","","172.22.102.38/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","empjavarg2_m","El Empalme","","empempquito1-172.22.101.254","34","35","No","TP-Link TD-8840","D8:5D:4C:DD:06:02","10684406585","3","","172.22.101.35/24","192.168.1.1 /24","","","","","B3/9",""
"ADSL","empjccoel_m","El Empalme","","empempquito1-172.22.101.254","29","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:73","12493707755","2","","172.22.101.30/24","192.168.1.1 /24","","","","","",""
"ADSL","empjcdomi_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","9","35","No","TP-Link TD-W8951ND","64:70:02:8E:75:75","12693801075","1","","172.22.104.10/24","192.168.1.1 /24","","Revisado","Password","","A2/6",""
"ADSL","empjcmata_m","El Empalme","","empempcte1-172.22.106.254","18","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:89:4D","13392802961","1","","172.22.106.19/24","192.168.1.1/24","","Revisado","Nat","","B3/4",""
"ADSL","empjcsant_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","4","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:93","12388501551","1","","172.22.104.5/24","192.168.1.1 /24","","Revisado","Password","","B3/2",""
"ADSL","empjdel_m","El Empalme","","empempquito1-172.22.101.254","22","35","No","TP-Link TD-8817","64:70:02:C7:96:BF","1272300058","1","","172.22.101.23/24","192.168.1.1/24","","Revisado","Password","","A1/5",""
"ADSL","empjecobe","El Empalme","","empempdaule1-172.22.100.254","","35","No","Zyxel P-660R-T1","00:23:F8:C6:F1:F1","9042019630","2","","","192.168.1.1 /24","","","","","A2/1",""
"ADSL","empjegilc_m","El Empalme","","empempquito1-172.22.101.254","35","35","No","TP-Link TD-8811","D8:5D:4C:E4:38:06","10768500301","1","","172.22.101.36/24","192.168.1.1 /24","","","","","A2/5",""
"ADSL","empjesant_m","El Empalme","","empempcte1-172.22.106.254","21","35","No","TP-Link TD-8817","64:70:02:C7:9A:9F","1272304451","1","","172.22.106.17/24","192.168.1.1/24","","Revisado","Nat","","B1/3",""
"ADSL","empjeverao","El Empalme","","empempquito1-172.22.101.254","5","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:9B","10684413257","2","","172.22.101.6/24","192.168.1.1 /24","","","","","A2/4",""
"ADSL","empjeverav_m","El Empalme","","empempquito1-172.22.101.254","38","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:5F","12493707748","1","","172.22.101.39/24","192.168.1.1 /24","","","","","C3/2",""
"ADSL","empjfarag_m","El Empalme","","empempquito3-172.22.101.252","1","35","No","TP-Link TD-W8951ND","A0:F3:C1:55:63:BD","1283300136","1","","172.22.101.50/24","192.168.1.1 /24","","Revisado","Password","","B1/1",""
"ADSL","empjfdelg_m","El Empalme","","empempsanmiguel1-172.22.105.254","1","35","No","TP-Link TD-8811","64:70:02:DF:31:8A","12879804556","1","","172.22.105.2/24","192.168.1.1 /24","","Revisado","Password","","DIRECTO",""
"ADSL","empjfhenry","El Empalme","","empempdaule1-172.22.100.254","18","35","No","TP-Link TD-W8901G","F8:D1:11:7F:8B:0C","1190900675","2","","172.22.100.20/24","192.168.1.1","","","","","A2/2",""
"ADSL","empjforoz","El Empalme","","empempquito3-172.22.101.252","29","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B2:C1","1315600124","1","186.101.86.50/29 GW:186.101.86.49","172.22.101.78/24","192.168.1.1/24","","Revisado","Bridge","","C1/4",""
"ADSL","empjgbrav_m","El Empalme","","empempquito1-172.22.101.254","","35","No","TP-Link TD-W8951ND","64:70:02:8E:75:51","12693801076","3","","","192.168.1.1 /24","","Revisado","Password","","A1/5",""
"ADSL","empjhmaci_m","El Empalme","","empempquito3-172.22.101.252","23","35","No","TP-Link TD-8817","64:70:02:C7:96:C7","1272300058","1","","172.22.101.72/24","192.268.1.1/24","","Revisado","Nat","","A2/8",""
"ADSL","empjhmeraa_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","10","35","No","TP-Link TD-W8951ND","64:70:02:8E:6F:81","12693801062","1","","172.22.104.11/24","192.168.1.1 /24","","Revisado","Password","","A1/6",""
"ADSL","empjhrome_m","El Empalme","","empempdaule1-172.22.100.254","","35","No","TP-Link TD-W8951ND","90:F6:52:98:9A:B3","12388501498","1","","","192.168.1.1 /24","","","","","A3/5",""
"ADSL","empjigarc_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","8","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:7D","12388501544","1","","172.22.104.9/24","192.168.1.1 /24","","Revisado","Password","","A3/1",""
"ADSL","empjimend_m","El Empalme","","empempguayas1-172.22.102.254","","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8B:90","13392803550","1","","","192.168.1.1/24","","Revisado","Nat","","B1/6",""
"ADSL","empjjboza_m","El Empalme","","empempcte1-172.22.106.254","10","35","No","TP-Link TD-8817","F8:1A:67:A5:8A:F1","13392803372","1","","172.22.106.22/24","192.168.1.1/24","","No","No","","B1/2",""
"ADSL","empjjdel_m","El Empalme","","empempguayas1-172.22.102.254","30","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:88:1F","1279205143","1","","172.22.102.31/24","192.168.1.1/24","","Revisado","Password","","B1/9",""
"ADSL","empjjgile_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","6","35","No","TP-Link TD-W8951ND","90:F6:52:98:9C:B3","12388501549","1","","172.22.104.7/24","192.168.1.1 /24","","Revisado","Password","","A2/1",""
"ADSL","empjjmend","El Empalme","","empempdaule1-172.22.100.254","8","35","No","TP-Link TD-W8901G","F4:EC:38:EA:70:7C","1145102839","2","","172.22.100.10/24","192.168.1.1 /24","","","","","A1/3",""
"ADSL","empjjocho_m","El Empalme","","empempquito1-172.22.101.254","28","35","No","TP-Link TD-W8951ND","A0:F3:C1:06:45:DB","13171401976","1","","172.22.101.29/24","192.168.1.1/24","","Revisado","Nat","","C3/5",""
"ADSL","empjjolve_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","15","35","No","TP-Link TD-W8951ND","64:70:02:8E:75:CA","12693801069","1","","172.22.104.12/24","192.168.1.1 /24","","Revisado","Password","","A1/7",""
"ADSL","empjjvene_m","El Empalme","","empempdaule2-172.22.100.253","22","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A:B7","13392803365","1","","172.22.100.103/24","192.168.1.1/24","","Revisado","Nat","","A3/7",""
"ADSL","empjkcasa_m","El Empalme","","empempguayas1-172.22.102.254","13","35","No","TP-Link TD-W8951ND","90:F6:52:C4:62:DE","12490102279","1","","172.22.102.14/24","192.168.1.1 /24","","","","","B1/3  ",""
"ADSL","empjkumar_m","El Empalme","","empempdaule2-172.22.100.253","23","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A:DB","13392803364","1","","172.22.100.72/24","192.168.1.1/24","","Revisado","Nat","","C2/9",""
"ADSL","empjlalon_m","El Empalme","","empempquito1-172.22.101.254","","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A.FB","13392803366","1","","","192.168.1.1/24","","Revisado","Nat","","A1/1",""
"ADSL","empjlloorv_m","El Empalme","","empempsanmiguel1-172.22.105.254","3","35","No","TP-Link TD-W8951ND","64:70:02:DF:11:19","12879804548","1","","172.22.105.4/24","192.168.1.1 /24","","Revisado","Password","","A1/6",""
"ADSL","empjlmuno_m","El Empalme","","empempcte1-172.22.106.254","23","35","No","TP-Link TD-W8951ND","90:F6:52:C4:57:D9","12490102264","1","","172.22.106.24/24","192.168.1.1/24","","Revisado","Nat","","B3/2",""
"ADSL","empjmferr","El Empalme","","empempdaule1-172.22.100.254","10","35","No","Zyxel P-660R-T1","40:4A:03:AB:C7:FE","10010072173","1","","172.22.100.12 /24","192.168.1.1 /24","","","","","A1/3",""
"ADSL","empjmgarc_m","El Empalme","","empemploslaureles1-172.22.103.254","2","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:49","12388501542","1","","172.22.103.3/24","192.168.1.1 /24","","","","","A2/2  ",""
"ADSL","empjomorav","El Empalme","","empempguayas1-172.22.102.254","3","35","No","VisionNet M505N","F4:5F:F7:0A:DF:40","50511010004769","2","","172.22.102.4/24","10.0.0.2","","","","","A3/2",""
"ADSL","empjpazmi","El Empalme","","empempdaule1-172.22.100.254","15","35","No","TP-Link TD-8811","F8:D1:11:2D:D6:2E","11973202244","2","","172.22.100.17/24","192.168.1.1","","","","","",""
"ADSL","empjponag_m","El Empalme","","empempdaule2-172.22.100.253","5","35","No","","","","","","172.22.100.94/24","","","","","","",""
"ADSL","empjryozaz","El Empalme","","empempquito1-172.22.101.254","14","35","No","TP-Link TD-8840","D8:5D:4C:F2:3A:E9","10782703275","1","","172.22.101.15/24","192.168.1.1 /24","","","","","C2/5",""
"ADSL","empjssolo_m","El Empalme","","empempquito1-172.22.101.254","37","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:C5","12388501598","1","","172.22.101.38/24","192.168.1.1 /24","","","","","A2/9",""
"ADSL","empkarome_m","El Empalme","","empempdaule1-172.22.100.254","36","35","No","TP-Link TD-W8951ND","90:F6:52:98:9F:BD","12388501484","1","","172.22.100.51/24","192.168.1.1 /24","","","","","A3/4",""
"ADSL","empkasanc_m","El Empalme","","empemploslaureles1-172.22.103.254","1","35","No","TP-Link TD-W8901G","F8:D1:11:4F:34:1A","1194005527","1","","172.22.103.2/24","192.168.1.1 /24","","","","","A2/6",""
"ADSL","empkgmeraa_m","El Empalme","","empemploslaureles1-172.22.103.254","11","35","No","TP-Link TD-W8951ND","90:F6:52:98:9C:38","12388501548","1","","172.22.103.12/24","192.168.1.1 /24","","Revisado","Password","","B3/2",""
"ADSL","empkmcoel_m","El Empalme","","empempdaule1-172.22.100.254","13","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A:DD","13392803370","1","","172.22.100.15/24","192.168.1.1/24","","Revisado","Nat","","C2/7",""
"ADSL","empkmguer_m","El Empalme","","empempquito1-172.22.101.254","13","35","No","TP-Link TD-8811","64:70:02:8E:6F:BD","12693801068","1","","172.22.101.14/24","192.168.1.1 /24","","Revisado","Password","","DIRECTO",""
"ADSL","empkmmont_m","El Empalme","","empemploslaureles1-172.22.103.254","","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:40","12388501547","1",""," /24","192.168.1.1 /24","","Revisado","Password","","B3/1",""
"ADSL","empkmquin_m","El Empalme","","empempguayas1-172.22.102.254","12","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:9A","1315600126","1","","172.22.102.13/24","192.168.1.1/24","","No","No","","B2/6",""
"ADSL","empksbelt","El Empalme","","empempdaule1-172.22.100.254","","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:E8","9042017862","2","","172.22.100.16 /24","192.168.1.1","","","","","B1/4",""
"ADSL","empktmuno_m","El Empalme","","empempquito3-172.22.101.252","25","35","No","TP-Link TD-8817","A0:F3:C1:85:7A:18","1279201851","1","","172.22.101.74/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","emplaanch","El Empalme","","empempquito1-172.22.101.254","9","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:DF","9042017870","1","","172.22.101.10/24","192.168.1.1 /24","","","","","C2/1",""
"ADSL","emplagarc_m","El Empalme","","empempdaule1-172.22.100.254","44","35","No","TP-Link TD-W8951ND","64:70:02:8E:74:F5","12693801051","1","","172.22.100.59/24","192.168.1.1 /24","","Revisado","Password","","C2/3",""
"ADSL","emplazamb","El Empalme","","empempguayas1-172.22.102.254","10","35","No","TP-Link TD-W8951ND","90:F6:52:C4:64:4A","12490102280","2","","172.22.102.11 /24","192.168.1.1 /24","","","","","Directo",""
"ADSL","emplbcede_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","","35","No","TP-Link TD-W8951ND","64:70:02:8E:75:06","12693801071","1","","","192.168.1.1 /24","","Revisado","Password","","A1/1",""
"ADSL","empldsala_m","El Empalme","","empempdaule1-172.22.100.254","12","35","No","TP-Link TD-8817","64:70:02:C7:AA:CA","1272304446","2","","172.22.100.14/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","emplecans_m","El Empalme","","empempquito3-172.22.101.252","16","35","No","TP-Link TD-8817","F8:D1:11:2B:19:1F","11969008856","1","","172.22.101.65/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","emplemano_m","El Empalme","","empempcte1-172.22.106.254","4","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A:CF","13392803361","1","186.5.45.116/29 GW:186.5.45.113","172.22.106.52/24","192.168.1.1/24","","Revisado","Bridge","","B1/6",""
"ADSL","emplgarc_m","El Empalme","","empemploslaureles1-172.22.103.254","22","35","No","TP-Link TD-W8951ND","64:70:02:FD:9F:14","1280504148","1","","172.22.103.23/24","192.168.1.1 /24","","Revisado","Password","","A2/5",""
"ADSL","emplgloorz_m","El Empalme","","empempquito3-172.22.101.252","3","35","No","TP-Link TD-W8951ND","A0:F3:C1:55:63:9C","128330012","1","","172.22.101.52/24","192.168.1.1 /24","","Revisado","Password","","A3/1",""
"ADSL","empljrome_m","El Empalme","","empempguayas1-172.22.102.254","20","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:84","12388501596","1","","172.22.102.21/24","192.168.1.1 /24","","","","","B2/8",""
"ADSL","emplkceva_m","El Empalme","","empempdaule1-172.22.100.254","38","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:A4","12388501556","1","","172.22.100.53/24","192.168.1.1 /24","","","","","A1/7",""
"ADSL","empllbrav_m","El Empalme","","empempguayas1-172.22.102.254","23","35","No","TP-Link TD-W8951ND","64:70:02:8E:75:7A","12693801079","1","","172.22.102.24/24","192.168.1.1 /24","","Revisado","Password","","B2/5",""
"ADSL","emplmfran_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","14","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:89:04","13392802967","1","","172.22.104.15/24","192.168.1.1/24","","Revisado","Nat","","B3/5",""
"ADSL","emplmrive_m","El Empalme","","empempdaule2-172.22.100.253","12","35","No","TP-Link TD-W8951ND","A0:F3:C1:06:45:82","13171401965","1","","172.22.100.83/24","192.168.1.1/24","","Revisado","Nat","","A3/9",""
"ADSL","emplmvill_m","El Empalme","","empempguayas1-172.22.102.254","21","35","No","TP-Link TD-W8951ND","90:F6:52:98:9C:C8","12388501587","1","","172.22.102.22/24","192.168.1.1 /24","","","","","B2/9",""
"ADSL","emplpalac_m","El Empalme","","empempdaule2-172.22.100.253","15","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A:BA","13392803363","1","","172.22.100.97/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","empm","El Empalme","","empemploslaureles1-172.22.103.254","23","35","No","TP-Link TD-W8951ND","64:70:02:FD:9C:26","1290504157","1","","172.22.103.24/24","192.168.1.1 /24","","Revisado","Password","","Directo",""
"ADSL","empmacast_m","El Empalme","","empempquito1-172.22.101.254","36","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:85","12388501590","1","","172.22.101.37/24","192.168.1.1 /24","","","","","C2/3",""
"ADSL","empmaleon_m","El Empalme","","empempguayas1-172.22.102.254","47","35","No","TP-Link TD-W8951ND","64:70:02:FD:9C:26","1280504157","1","","172.22.102.48 /24","192.168.1.1 /24","","Revisado","Password","","B1/5",""
"ADSL","empmapach","El Empalme","","empempdaule1-172.22.100.254","9","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:13","10005068248","3","","172.22.100.11/24","192.168.1.1","","","","","A1/4",""
"ADSL","empmavegan_m","El Empalme","","empempquito3-172.22.101.252","10","35","No","TP-Link TD-W8951ND","64:70:02:8E:6F:BD","12693801068","1","","172.22.101.59/24","192.168.1.1 /24","","Revisado","Password","","A1/8",""
"ADSL","empmbmoli_m","El Empalme","","empempdaule1-172.22.100.254","37","35","No","TP-Link TD-8817","F8:1A:67:A5:8A:F0","13392803375","1","","172.22.100.52/24","192.168.1.1/24","","Revisado","Nat","","A3/5",""
"ADSL","empmccoltm_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","18","35","No","TP-Link TD-W8951ND","F8:1A:67:51:C4:5F","1315604486","1","","172.22.104.19/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","empmcdec_m","El Empalme","","empempguayas1-172.22.102.254","16","35","No","TP-Link TD-W8901G","90:F6:52:C6:F0:BA","12493704112","1","","172.22.102.17/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","empmegran","El Empalme","","empempguayas1-172.22.102.254","7","35","No","TP-Link TD-W8901G","F8:1A:67.51:B4:A3","1315600455","1","","172.22.102.8/24","192.168.1.1 /24","","Revisado","Nat","","B1/2",""
"ADSL","empmepint_m","El Empalme","","empempquito1-172.22.101.254","46","35","No","TP-Link TD-8817","64:70:02:C7:97:05","1272300054","1","","172.22.101.47/24","192.168.1.1 /24","","Revisado","Password","","B1/3",""
"ADSL","empmesana","El Empalme","","empempquito1-172.22.101.254","","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:F3","9042017861","1","","","192.168.1.1 /24","","","","","A1/2",""
"ADSL","empmesanc","El Empalme","","empempquito3-172.22.101.252","46","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8B:97","13392803553","1","186.101.86.54/29 GW:186.101.86.49","172.22.101.95/24","","","Revisado","Bridge","","A1/9",""
"ADSL","empmfchav","El Empalme","","empempquito1-172.22.101.254","24","35","No","TP-Link TD-W8901G","09:F6:52:C6:FB:6E","12493707850","1","","172.22.101.25/24","192.168.1.1 /24","","","","","C2/10 ",""
"ADSL","empmfguan_m","El Empalme","","empempquito3-172.22.101.252","6","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:FE","1315600452","1","","172.22.101.55/24","192.168.1.1/24","","Revisado","Nat","","B3/3",""
"ADSL","empmgbarc_m","El Empalme","","empempquito1-172.22.101.254","6","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:AA","12493707847","1","","172.22.101.7/24","192.168.1.1 /24","","","","","A3/3",""
"ADSL","empmggend_m","El Empalme","","empempcte1-172.22.106.254","16","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8B:95","13392803546","1","","172.22.106.17/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","empmiandr_m","El Empalme","","empempguayas1-172.22.102.254","33","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:88","12388501585","1","","172.22.102.34/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","empmjcede","El Empalme","","empempguayas1-172.22.102.254","14","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:B7","12493707855","1","","172.22.102.15/24","192.168.1.1 /24","","","","","A2/1",""
"ADSL","empmjmendo","El Empalme","","empempdaule1-172.22.100.254","19","35","No","TP-Link TD-W8951ND","90:F6:52:98:A0:30","12388501499","1","","172.22.100.21/24","192.168.1.1 /24","","","","","A3/3",""
"ADSL","empmjvele_m","El Empalme","","empempcte1-172.22.106.254","9","35","No","TP-Link TD-W8951ND","A0:F3:C1:06:45:B5","13171401972","1","","172.22.106.10/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","empmlgile_m","El Empalme","","empempquito3-172.22.101.252","39","35","No","TP-Link TD-8811","F8:1A:67:A5:8B:7F","13392803555","1","","172.22.101.88/24","192.168.1.1/24","","Revisado","Nat","","C1/8",""
"ADSL","empmlleonm_m","El Empalme","","empempquito1-172.22.101.254","28","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:6B","12493707752","1","","172.22.101.29 /24","192.168.1.1 /24","","","","","A3/6",""
"ADSL","empmmarev_m","El Empalme","","empempguayas1-172.22.102.254","38","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:88:A3","13392802970","1","","172.22.102.39/24","192.168.1.1/24","","No","No","","Directo",""
"ADSL","empmnchav_m","El Empalme","","empempjuanmontalvo1-172.22.104.254","22","35","No","TP-Link TD-8817","64:70:02:C7:AA:C8","1272304463","1","","172.22.104.23/24","192.168.1.1/24","","No","No","","A3/5",""
"ADSL","empmoorma_m","El Empalme","","empempdaule1-172.22.100.254","33","35","No","TP-Link TD-8817","F2:D1:11:2B:19:37","11969008866","1","","172.22.100.48/24","192.168.1.1 /24","","","","","A3/6",""
